"Hostname","AppName","InstallPath","AppVersion"
"Host076","Postman-win","C:\Program Files (x86)\Postman-win","1.10"
"Host077","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.235"
"Host077","SoapUI","C:\Program Files (x86)\SoapUI","1.5"
"Host077","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.17"
"Host077","Git version","C:\Program Files (x86)\Git version","2.9"
"Host077","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.31"
"Host077","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.15"
"Host077","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.12"
"Host077","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.34"
"Host077","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.25"
"Host077","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.13"
"Host077","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.46"
"Host077","KeePassXC","C:\Program Files (x86)\KeePassXC","1.8"
"Host077","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host077","Microsoft Visual C++ 2019 X64 Minimum Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Minimum Runtime","7.43"
"Host077","PowerShell","C:\Program Files (x86)\PowerShell","1.10"
"Host077","VMware Tools","C:\Program Files (x86)\VMware Tools","2.11"
"Host077","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.27"
"Host077","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.14"
"Host077","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.12"
"Host077","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.15"
"Host077","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.16"
"Host077","OpenOffice","C:\Program Files (x86)\OpenOffice","1.10"
"Host077","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.39"
"Host077","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.52"
"Host077","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.47"
"Host077","RVTools","C:\Program Files (x86)\RVTools","1.5"
"Host077","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.51"
"Host077","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.44"
"Host077","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.10"
"Host077","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.18"
"Host077","Microsoft OneDrive","C:\Program Files (x86)\Microsoft OneDrive","2.18"
"Host077","Postman-win","C:\Program Files (x86)\Postman-win","1.10"
"Host078","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.235"
"Host078","SoapUI","C:\Program Files (x86)\SoapUI","1.6"
"Host078","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.15"
"Host078","Git version","C:\Program Files (x86)\Git version","2.10"
"Host078","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.31"
"Host078","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.16"
"Host078","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.13"
"Host078","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.33"
"Host078","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.26"
"Host078","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.14"
"Host078","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.47"
"Host078","KeePassXC","C:\Program Files (x86)\KeePassXC","1.9"
"Host078","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.39"
"Host078","Microsoft Visual C++ 2019 X64 Minimum Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Minimum Runtime","7.44"
"Host078","PowerShell","C:\Program Files (x86)\PowerShell","1.8"
"Host078","VMware Tools","C:\Program Files (x86)\VMware Tools","2.12"
"Host078","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.27"
"Host078","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.16"
"Host078","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.11"
"Host078","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.16"
"Host078","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.16"
"Host078","OpenOffice","C:\Program Files (x86)\OpenOffice","1.10"
"Host078","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.39"
"Host078","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.52"
"Host078","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.48"
"Host078","RVTools","C:\Program Files (x86)\RVTools","1.7"
"Host078","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.51"
"Host078","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.45"
"Host078","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.9"
"Host078","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.18"
"Host078","Microsoft OneDrive","C:\Program Files (x86)\Microsoft OneDrive","2.16"
"Host078","Postman-win","C:\Program Files (x86)\Postman-win","1.9"
"Host079","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.235"
"Host079","SoapUI","C:\Program Files (x86)\SoapUI","1.4"
"Host079","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.16"
"Host079","Git version","C:\Program Files (x86)\Git version","2.9"
"Host079","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.31"
"Host079","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.14"
"Host079","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.12"
"Host079","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.33"
"Host079","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.24"
"Host079","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.15"
"Host079","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.48"
"Host079","KeePassXC","C:\Program Files (x86)\KeePassXC","1.7"
"Host079","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.40"
"Host079","Microsoft Visual C++ 2019 X64 Minimum Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Minimum Runtime","7.44"
"Host079","PowerShell","C:\Program Files (x86)\PowerShell","1.9"
"Host079","VMware Tools","C:\Program Files (x86)\VMware Tools","2.10"
"Host079","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.26"
"Host079","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.15"
"Host079","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.12"
"Host079","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.17"
"Host079","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.16"
"Host079","OpenOffice","C:\Program Files (x86)\OpenOffice","1.9"
"Host079","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.40"
"Host079","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.51"
"Host079","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.47"
"Host079","RVTools","C:\Program Files (x86)\RVTools","1.6"
"Host079","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.52"
"Host079","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.44"
"Host079","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.8"
"Host079","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.17"
"Host079","Microsoft OneDrive","C:\Program Files (x86)\Microsoft OneDrive","2.17"
"Host079","Postman-win","C:\Program Files (x86)\Postman-win","1.11"
"Host080","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.235"
"Host080","SoapUI","C:\Program Files (x86)\SoapUI","1.4"
"Host080","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.17"
"Host080","Git version","C:\Program Files (x86)\Git version","2.9"
"Host080","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.31"
"Host080","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.15"
"Host080","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.14"
"Host080","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.32"
"Host080","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.26"
"Host080","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.15"
"Host080","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.48"
"Host080","KeePassXC","C:\Program Files (x86)\KeePassXC","1.9"
"Host080","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host080","Microsoft Visual C++ 2019 X64 Minimum Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Minimum Runtime","7.44"
"Host080","PowerShell","C:\Program Files (x86)\PowerShell","1.9"
"Host080","VMware Tools","C:\Program Files (x86)\VMware Tools","2.10"
"Host080","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.28"
"Host080","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.15"
"Host080","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.12"
"Host080","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.17"
"Host080","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.14"
"Host080","OpenOffice","C:\Program Files (x86)\OpenOffice","1.10"
"Host080","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.39"
"Host080","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.51"
"Host080","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.46"
"Host080","RVTools","C:\Program Files (x86)\RVTools","1.7"
"Host080","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.50"
"Host080","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.45"
"Host080","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.10"
"Host080","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.18"
"Host080","Microsoft OneDrive","C:\Program Files (x86)\Microsoft OneDrive","2.18"
"Host080","Postman-win","C:\Program Files (x86)\Postman-win","1.11"
"Host081","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.235"
"Host081","SoapUI","C:\Program Files (x86)\SoapUI","1.5"
"Host081","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.15"
"Host081","Git version","C:\Program Files (x86)\Git version","2.9"
"Host081","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.30"
"Host081","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.15"
"Host081","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.14"
"Host081","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.34"
"Host081","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.24"
"Host081","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.14"
"Host081","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.48"
"Host081","KeePassXC","C:\Program Files (x86)\KeePassXC","1.9"
"Host081","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.39"
"Host081","Microsoft Visual C++ 2019 X64 Minimum Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Minimum Runtime","7.43"
"Host081","PowerShell","C:\Program Files (x86)\PowerShell","1.8"
"Host081","VMware Tools","C:\Program Files (x86)\VMware Tools","2.11"
"Host081","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.28"
"Host081","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.15"
"Host081","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.11"
"Host081","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.16"
"Host081","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.14"
"Host081","OpenOffice","C:\Program Files (x86)\OpenOffice","1.9"
"Host081","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.39"
"Host081","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.52"
"Host081","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.46"
"Host081","RVTools","C:\Program Files (x86)\RVTools","1.5"
"Host081","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.50"
"Host081","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.45"
"Host081","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.8"
"Host081","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.17"
"Host081","Microsoft OneDrive","C:\Program Files (x86)\Microsoft OneDrive","2.17"
"Host081","Postman-win","C:\Program Files (x86)\Postman-win","1.9"
"Host082","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.235"
"Host082","SoapUI","C:\Program Files (x86)\SoapUI","1.4"
"Host082","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.17"
"Host082","Git version","C:\Program Files (x86)\Git version","2.9"
"Host082","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.29"
"Host082","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.14"
"Host082","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.14"
"Host082","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.33"
"Host082","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.26"
"Host082","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.13"
"Host082","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.47"
"Host082","KeePassXC","C:\Program Files (x86)\KeePassXC","1.8"
"Host082","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host082","Microsoft Visual C++ 2019 X64 Minimum Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Minimum Runtime","7.44"
"Host082","PowerShell","C:\Program Files (x86)\PowerShell","1.10"
"Host082","VMware Tools","C:\Program Files (x86)\VMware Tools","2.10"
"Host082","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.28"
"Host082","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.14"
"Host082","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.12"
"Host082","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.16"
"Host082","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.16"
"Host082","OpenOffice","C:\Program Files (x86)\OpenOffice","1.8"
"Host082","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host082","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.52"
"Host082","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.46"
"Host082","RVTools","C:\Program Files (x86)\RVTools","1.5"
"Host082","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.50"
"Host082","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.43"
"Host082","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.8"
"Host082","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.19"
"Host082","Microsoft OneDrive","C:\Program Files (x86)\Microsoft OneDrive","2.18"
"Host082","Postman-win","C:\Program Files (x86)\Postman-win","1.11"
"Host083","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.235"
"Host083","SoapUI","C:\Program Files (x86)\SoapUI","1.6"
"Host083","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.16"
"Host083","Git version","C:\Program Files (x86)\Git version","2.10"
"Host083","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.30"
"Host083","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.15"
"Host083","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.12"
"Host083","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.33"
"Host083","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.25"
"Host083","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.15"
"Host083","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.48"
"Host083","KeePassXC","C:\Program Files (x86)\KeePassXC","1.8"
"Host083","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host083","Microsoft Visual C++ 2019 X64 Minimum Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Minimum Runtime","7.43"
"Host083","PowerShell","C:\Program Files (x86)\PowerShell","1.8"
"Host083","VMware Tools","C:\Program Files (x86)\VMware Tools","2.10"
"Host083","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.28"
"Host083","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.16"
"Host083","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.11"
"Host083","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.15"
"Host083","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.15"
"Host083","OpenOffice","C:\Program Files (x86)\OpenOffice","1.10"
"Host083","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host083","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.50"
"Host083","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.48"
"Host083","RVTools","C:\Program Files (x86)\RVTools","1.7"
"Host083","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.52"
"Host083","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.43"
"Host083","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.10"
"Host083","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.19"
"Host083","Microsoft OneDrive","C:\Program Files (x86)\Microsoft OneDrive","2.17"
"Host083","Postman-win","C:\Program Files (x86)\Postman-win","1.10"
"Host084","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.235"
"Host084","SoapUI","C:\Program Files (x86)\SoapUI","1.6"
"Host084","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.17"
"Host084","Git version","C:\Program Files (x86)\Git version","2.11"
"Host084","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.30"
"Host084","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.16"
"Host084","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.12"
"Host084","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.33"
"Host084","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.26"
"Host084","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.13"
"Host084","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.46"
"Host084","KeePassXC","C:\Program Files (x86)\KeePassXC","1.8"
"Host084","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host084","Microsoft Visual C++ 2019 X64 Minimum Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Minimum Runtime","7.43"
"Host084","PowerShell","C:\Program Files (x86)\PowerShell","1.9"
"Host084","VMware Tools","C:\Program Files (x86)\VMware Tools","2.11"
"Host084","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.26"
"Host084","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.14"
"Host084","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.11"
"Host084","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.16"
"Host084","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.16"
"Host084","OpenOffice","C:\Program Files (x86)\OpenOffice","1.9"
"Host084","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host084","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.51"
"Host084","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.48"
"Host084","RVTools","C:\Program Files (x86)\RVTools","1.6"
"Host084","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.51"
"Host084","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.43"
"Host084","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.8"
"Host084","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.18"
"Host084","Microsoft OneDrive","C:\Program Files (x86)\Microsoft OneDrive","2.17"
"Host084","Postman-win","C:\Program Files (x86)\Postman-win","1.11"
"Host085","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.235"
"Host085","SoapUI","C:\Program Files (x86)\SoapUI","1.5"
"Host085","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.16"
"Host085","Git version","C:\Program Files (x86)\Git version","2.11"
"Host085","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.31"
"Host085","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.14"
"Host085","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.12"
"Host085","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.34"
"Host085","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.26"
"Host085","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.14"
"Host085","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.46"
"Host085","KeePassXC","C:\Program Files (x86)\KeePassXC","1.9"
"Host085","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host085","Microsoft Visual C++ 2019 X64 Minimum Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Minimum Runtime","7.45"
"Host085","PowerShell","C:\Program Files (x86)\PowerShell","1.10"
"Host085","VMware Tools","C:\Program Files (x86)\VMware Tools","2.12"
"Host085","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.26"
"Host085","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.14"
"Host085","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.11"
"Host085","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.16"
"Host085","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.15"
"Host085","OpenOffice","C:\Program Files (x86)\OpenOffice","1.9"
"Host085","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.39"
"Host085","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.52"
"Host085","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.48"
"Host085","RVTools","C:\Program Files (x86)\RVTools","1.5"
"Host085","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.51"
"Host085","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.44"
"Host085","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.8"
"Host085","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.18"
